0.000000	0.000231	0.000231	0.064027
0.000000	0.000223	0.000231	0.064257
0.000000	0.000215	0.000230	0.064485
0.000092	0.000300	0.000228	0.064713
0.000025	0.000281	0.000227	0.064938
0.000517	0.000258	0.000226	0.065163
0.002117	0.000240	0.000224	0.065386
0.002267	0.000242	0.000231	0.065593
0.000000	0.000303	0.000235	0.065801
0.000000	0.000315	0.000225	0.066008
0.000000	0.000305	0.000219	0.066215
0.000000	0.000263	0.000218	0.066422
0.000000	0.000192	0.000217	0.066628
0.000000	0.000186	0.000216	0.066833
0.000000	0.000172	0.000215	0.067038
0.000000	0.000178	0.000214	0.067242
0.000000	0.000162	0.000212	0.067445
0.000517	0.000161	0.000211	0.067647
0.002058	0.000165	0.000210	0.067849
0.001358	0.000196	0.000209	0.068050
0.000350	0.000299	0.000208	0.068251
0.001567	0.000254	0.000207	0.068450
0.000258	0.000256	0.000206	0.068649
0.002533	0.000293	0.000260	0.068753
0.004533	0.000257	0.000398	0.068681
0.000592	0.000254	0.000413	0.068615
0.000167	0.000267	0.000280	0.068568
0.000025	0.000198	0.000209	0.068537
0.000083	0.000196	0.000204	0.068519
0.000000	0.000216	0.000205	0.068513
0.000000	0.000214	0.000205	0.068517
0.000058	0.000190	0.000205	0.068532
0.000000	0.000178	0.000205	0.068555
0.000000	0.000176	0.000205	0.068587
0.000000	0.000182	0.000204	0.068626
0.000000	0.000192	0.000204	0.068672
0.000000	0.000196	0.000204	0.068725
0.000033	0.000192	0.000204	0.068785
0.000000	0.000195	0.000203	0.068850
0.000000	0.000188	0.000203	0.068921
0.000000	0.000183	0.000203	0.068997
0.000158	0.000178	0.000202	0.069078
0.001975	0.000177	0.000202	0.069163
0.000000	0.000161	0.000202	0.069253
0.000000	0.000157	0.000201	0.069347
0.001508	0.000172	0.000201	0.069445
0.001492	0.000161	0.000200	0.069547
0.000383	0.000171	0.000200	0.069652
0.000708	0.000235	0.000199	0.069760
0.000108	0.000259	0.000199	0.069872
0.000000	0.000209	0.000198	0.069986
0.000000	0.000198	0.000197	0.070103
0.000000	0.000219	0.000197	0.070222
0.000000	0.000196	0.000196	0.070344
0.000000	0.000194	0.000196	0.070468
0.000108	0.000189	0.000195	0.070595
0.000567	0.000210	0.000194	0.070723
0.000200	0.000212	0.000194	0.070853
0.000400	0.000192	0.000193	0.070985
0.000342	0.000187	0.000193	0.071119
0.000183	0.000187	0.000192	0.071254
0.000000	0.000179	0.000191	0.071391
0.000000	0.000181	0.000191	0.071529
0.000000	0.000179	0.000190	0.071669
0.000000	0.000171	0.000189	0.071809
0.000000	0.000155	0.000188	0.071951
0.000000	0.000183	0.000188	0.072094
0.000000	0.000187	0.000187	0.072237
0.000000	0.000203	0.000186	0.072382
0.000000	0.000202	0.000186	0.072528
0.000000	0.000153	0.000185	0.072674
0.000000	0.000148	0.000184	0.072821
0.000000	0.000148	0.000184	0.072968
0.000000	0.000145	0.000183	0.073117
0.000000	0.000138	0.000182	0.073266
0.000000	0.000137	0.000182	0.073415
0.000000	0.000129	0.000181	0.073565
0.000000	0.000109	0.000180	0.073715
0.000000	0.000096	0.000179	0.073865
0.000367	0.000093	0.000179	0.074016
0.007942	0.000103	0.000178	0.074167
0.005217	0.000148	0.000177	0.074319
0.001583	0.000185	0.000177	0.074471
0.000000	0.000199	0.000176	0.074622
0.008092	0.000214	0.000175	0.074774
0.008425	0.000236	0.000189	0.074904
0.000000	0.000370	0.000196	0.075034
0.000008	0.000354	0.000181	0.075167
0.000075	0.000302	0.000173	0.075301
0.001617	0.000267	0.000172	0.075435
0.001283	0.000253	0.000172	0.075571
0.007225	0.000289	0.000302	0.075498
0.000267	0.000424	0.000372	0.075441
0.000425	0.000468	0.000245	0.075398
0.000817	0.000418	0.000171	0.075367
0.001625	0.000362	0.000171	0.075347
0.002500	0.000320	0.000178	0.075325
0.000008	0.000305	0.000182	0.075312
0.000392	0.000291	0.000176	0.075308
0.000000	0.000281	0.000172	0.075313
0.000208	0.000258	0.000172	0.075325
0.000100	0.000233	0.000172	0.075344
0.000067	0.000238	0.000172	0.075369
0.000658	0.000256	0.000171	0.075401
0.000000	0.000236	0.000171	0.075438
0.000658	0.000222	0.000171	0.075481
0.002333	0.000226	0.000171	0.075528
0.004742	0.000219	0.000171	0.075581
0.006842	0.000230	0.000171	0.075638
0.000433	0.000270	0.000170	0.075700
0.000000	0.000337	0.000170	0.075765
0.000000	0.000343	0.000170	0.075835
0.000500	0.000641	0.000170	0.075908
0.001125	0.000629	0.000169	0.075985
0.000325	0.000333	0.000169	0.076064
0.000000	0.000334	0.000169	0.076147
0.000000	0.000293	0.000168	0.076233
